time_s,current_A
131,2.226713181957439
132,2.228413191531465
133,2.230112504932588
134,2.231811116981529
135,2.233509022501144
136,2.235206216316444
137,2.236902693254608
138,2.238598448145003
139,2.240293475819192
140,2.241987771110959
141,2.243681328856318
142,2.24537414389353
143,2.247066211063122
144,2.248757525207899
145,2.250448081172961
146,2.252137873805719
147,2.253826897955912
148,2.255515148475618
149,2.257202620219277
150,2.258889308043699
151,2.260575206808085
152,2.262260311374041
153,2.263944616605594
154,2.265628117369205
155,2.26731080853379
156,2.26899268497073
157,2.270673741553891
158,2.272353973159636
159,2.274033374666845
160,2.275711940956926
161,2.277389666913832
162,2.279066547424079
163,2.28074257737676
164,2.282417751663559
165,2.284092065178768
166,2.285765512819303
167,2.28743808948472
168,2.289109790077227
169,2.290780609501707
170,2.292450542665722
171,2.294119584479541
172,2.295787729856146
173,2.297454973711254
174,2.299121310963328
175,2.300786736533593
176,2.302451245346057
177,2.304114832327518
178,2.305777492407585
179,2.307439220518692
180,2.309100011596114
181,2.310759860577982
182,2.312418762405297
183,2.314076712021949
184,2.315733704374728
185,2.317389734413343
186,2.319044797090434
187,2.320698887361594
188,2.322352000185375
189,2.32400413052331
190,2.325655273339927
191,2.327305423602763
192,2.328954576282379
193,2.330602726352379
194,2.332249868789423
195,2.333895998573238
196,2.335541110686643
197,2.337185200115554
198,2.338828261849007
199,2.340470290879169
200,2.342111282201355
201,2.343751230814042
202,2.345390131718887
203,2.347027979920737
204,2.348664770427651
205,2.350300498250909
206,2.351935158405032
207,2.353568745907794
208,2.355201255780238
209,2.356832683046692
210,2.358463022734784
211,2.360092269875456
212,2.361720419502981
213,2.363347466654975
214,2.364973406372417
215,2.366598233699658
216,2.368221943684444
217,2.369844531377922
218,2.371465991834662
219,2.373086320112668
220,2.374705511273397
221,2.376323560381771
222,2.377940462506191
223,2.379556212718556
224,2.381170806094275
225,2.382784237712283
226,2.384396502655056
227,2.386007596008626
228,2.387617512862596
229,2.389226248310153
230,2.390833797448087
231,2.392440155376803
232,2.394045317200337
233,2.39564927802637
234,2.397252032966242
235,2.398853577134972
236,2.400453905651267
237,2.402053013637538
238,2.403650896219919
239,2.405247548528276
240,2.406842965696227
241,2.408437142861153
242,2.410030075164216
243,2.411621757750369
244,2.413212185768378
245,2.41480135437083
246,2.416389258714151
247,2.417975893958621
248,2.419561255268388
249,2.421145337811482
250,2.422728136759831
251,2.424309647289276
252,2.425889864579582
253,2.427468783814461
254,2.429046400181575
255,2.430622708872561
256,2.432197705083041
257,2.433771384012637
258,2.435343740864985
259,2.436914770847753
260,2.438484469172649
261,2.440052831055444
262,2.441619851715979
263,2.443185526378186
264,2.444749850270096
265,2.446312818623861
266,2.447874426675759
267,2.44943466966622
268,2.450993542839831
269,2.452551041445354
270,2.454107160735742
271,2.45566189596815
272,2.457215242403954
273,2.458767195308762
274,2.460317749952427
275,2.461866901609067
276,2.463414645557073
277,2.46496097707913
278,2.466505891462226
279,2.468049383997666
280,2.469591449981094
281,2.471132084712496
282,2.472671283496225
283,2.474209041641008
284,2.475745354459963
285,2.477280217270615
286,2.478813625394906
287,2.480345574159214
288,2.481876058894362
289,2.483405074935639
290,2.484932617622806
291,2.486458682300119
292,2.487983264316336
293,2.489506359024734
294,2.491027961783124
295,2.492548067953865
296,2.494066672903874
297,2.495583772004649
298,2.497099360632272
299,2.498613434167433
300,2.500125987995438
301,2.501637017506223
302,2.503146518094374
303,2.504654485159134
304,2.506160914104421
305,2.50766580033884
306,2.509169139275699
307,2.510670926333023
308,2.512171156933564
309,2.51366982650482
310,2.515166930479046
311,2.51666246429327
312,2.518156423389304
313,2.519648803213761
314,2.521139599218065
315,2.522628806858469
316,2.524116421596069
317,2.525602438896812
318,2.527086854231517
319,2.528569663075884
320,2.530050860910509
321,2.531530443220899
322,2.533008405497485
323,2.534484743235635
324,2.535959451935669
325,2.537432527102873
326,2.538903964247509
327,2.540373758884833
328,2.541841906535108
329,2.543308402723616
330,2.544773242980673
331,2.54623642284164
332,2.547697937846942
333,2.549157783542074
334,2.550615955477624
335,2.552072449209278
336,2.553527260297836
337,2.554980384309229
338,2.556431816814531
339,2.557881553389966
340,2.559329589616933
341,2.560775921082011
342,2.562220543376974
343,2.563663452098806
344,2.565104642849714
345,2.566544111237142
346,2.567981852873781
347,2.569417863377589
348,2.570852138371795
349,2.572284673484922
350,2.573715464350794
351,2.575144506608551
352,2.576571795902664
353,2.577997327882945
354,2.579421098204564
355,2.580843102528057
356,2.582263336519348
357,2.58368179584975
358,2.585098476195991
359,2.586513373240217
360,2.587926482670012
361,2.589337800178406
362,2.590747321463892
363,2.592155042230438
364,2.593560958187498
365,2.59496506505003
366,2.596367358538501
367,2.59776783437891
368,2.599166488302793
369,2.600563316047239
370,2.601958313354904
371,2.603351475974022
372,2.604742799658421
373,2.606132280167531
374,2.607519913266401
375,2.60890569472571
376,2.610289620321783
377,2.611671685836598
378,2.613051887057805
379,2.614430219778734
380,2.615806679798411
381,2.617181262921571
382,2.618553964958667
383,2.619924781725887
384,2.621293709045164
385,2.622660742744191
386,2.624025878656432
387,2.625389112621134
388,2.626750440483343
389,2.628109858093913
390,2.629467361309521
391,2.630822945992678
392,2.632176608011743
393,2.633528343240935
394,2.634878147560347
395,2.636226016855953
396,2.637571947019629
397,2.63891593394916
398,2.640257973548252
399,2.641598061726549
400,2.64293619439964
401,2.644272367489076
402,2.64560657692238
403,2.646938818633059
404,2.648269088560619
405,2.649597382650574
406,2.650923696854462
407,2.652248027129854
408,2.653570369440369
409,2.654890719755683
410,2.656209074051544
411,2.657525428309786
412,2.658839778518337
413,2.660152120671232
414,2.661462450768627
415,2.662770764816812
416,2.66407705882822
417,2.665381328821442
418,2.666683570821236
419,2.667983780858544
420,2.669281954970497
421,2.670578089200436
422,2.671872179597916
423,2.673164222218722
424,2.674454213124882
425,2.675742148384674
426,2.677028024072644
427,2.678311836269616
428,2.6795935810627
429,2.680873254545311
430,2.682150852817173
431,2.683426371984339
432,2.684699808159195
433,2.68597115746048
434,2.687240416013289
435,2.688507579949092
436,2.689772645405743
437,2.691035608527491
438,2.692296465464994
439,2.693555212375327
440,2.694811845421999
441,2.696066360774959
442,2.697318754610612
443,2.69856902311183
444,2.69981716246796
445,2.701063168874842
446,2.702307038534812
447,2.703548767656724
448,2.704788352455952
449,2.706025789154408
450,2.707261073980549
451,2.708494203169393
452,2.709725172962526
453,2.710953979608117
454,2.712180619360928
455,2.713405088482324
456,2.714627383240286
457,2.715847499909425
458,2.717065434770986
459,2.718281184112868
460,2.719494744229628
461,2.720706111422498
462,2.721915281999392
463,2.723122252274919
464,2.724327018570396
465,2.725529577213856
466,2.726729924540059
467,2.72792805689051
468,2.729123970613458
469,2.73031766206392
470,2.731509127603684
471,2.732698363601321
472,2.733885366432199
473,2.735070132478492
474,2.736252658129191
475,2.737432939780116
476,2.738610973833926
477,2.739786756700131
478,2.740960284795101
479,2.74213155454208
480,2.743300562371193
481,2.744467304719462
482,2.745631778030811
483,2.746793978756081
484,2.747953903353039
485,2.749111548286391
486,2.750266910027789
487,2.751419985055844
488,2.752570769856138
489,2.753719260921234
490,2.754865454750682
491,2.756009347851038
492,2.757150936735869
493,2.758290217925763
494,2.759427187948344
495,2.760561843338279
496,2.76169418063729
497,2.762824196394164
498,2.763951887164764
499,2.765077249512039
500,2.766200280006036
501,2.767320975223906
502,2.768439331749921
503,2.769555346175479
504,2.770669015099117
505,2.771780335126523
506,2.772889302870539
507,2.77399591495118
508,2.775100167995642
509,2.776202058638308
510,2.777301583520762
511,2.778398739291799
512,2.779493522607436
513,2.780585930130919
514,2.781675958532735
515,2.782763604490624
516,2.783848864689586
517,2.784931735821893
518,2.786012214587099
519,2.787090297692048
520,2.788165981850886
521,2.789239263785073
522,2.790310140223389
523,2.791378607901944
524,2.792444663564193
525,2.793508303960939
526,2.79456952585035
527,2.795628325997962
528,2.796684701176694
529,2.797738648166856
530,2.798790163756157
531,2.79983924473972
532,2.800885887920084
533,2.801930090107221
534,2.802971848118544
535,2.804011158778911
536,2.805048018920644
537,2.806082425383531
538,2.807114375014839
539,2.808143864669324
540,2.809170891209238
541,2.810195451504343
542,2.811217542431914
543,2.812237160876755
544,2.813254303731206
545,2.81426896789515
546,2.815281150276028
547,2.816290847788842
548,2.817298057356169
549,2.818302775908169
550,2.819305000382594
551,2.820304727724797
552,2.821301954887744
553,2.822296678832018
554,2.823288896525835
555,2.824278604945047
556,2.825265801073154
557,2.826250481901316
558,2.827232644428356
559,2.828212285660775
560,2.829189402612756
561,2.830163992306178
562,2.831136051770621
563,2.832105578043378
564,2.833072568169463
565,2.834037019201618
566,2.834998928200326
567,2.835958292233816
568,2.836915108378076
569,2.837869373716857
570,2.838821085341685
571,2.839770240351872
572,2.840716835854519
573,2.841660868964529
574,2.842602336804616
575,2.843541236505312
576,2.844477565204976
577,2.845411320049802
578,2.846342498193831
579,2.847271096798956
580,2.848197113034933
581,2.849120544079387
582,2.850041387117825
583,2.850959639343639
584,2.851875297958121
585,2.852788360170463
586,2.853698823197775
587,2.854606684265087
588,2.855511940605359
589,2.856414589459492
590,2.857314628076332
591,2.858212053712682
592,2.859106863633308
593,2.859999055110948
594,2.860888625426323
595,2.861775571868141
596,2.862659891733108
597,2.863541582325935
598,2.864420640959346
599,2.865297064954089
600,2.86617085163894
601,2.867041998350713
602,2.867910502434271
603,2.868776361242528
604,2.869639572136463
605,2.870500132485124
606,2.871358039665639
607,2.87221329106322
608,2.873065884071175
609,2.873915816090915
610,2.874763084531961
611,2.875607686811952
612,2.876449620356652
613,2.877288882599961
614,2.878125470983919
615,2.878959382958717
616,2.879790615982702
617,2.880619167522388
618,2.881445035052459
619,2.882268216055782
620,2.883088708023411
621,2.883906508454596
622,2.884721614856791
623,2.88553402474566
624,2.886343735645086
625,2.887150745087179
626,2.887955050612281
627,2.888756649768977
628,2.8895555401141
629,2.890351719212739
630,2.891145184638245
631,2.891935933972242
632,2.892723964804633
633,2.893509274733604
634,2.894291861365635
635,2.895071722315507
636,2.895848855206308
637,2.896623257669441
638,2.89739492734463
639,2.898163861879929
640,2.898930058931728
641,2.899693516164763
642,2.900454231252115
643,2.901212201875227
644,2.901967425723907
645,2.902719900496333
646,2.903469623899062
647,2.904216593647038
648,2.904960807463596
649,2.905702263080471
650,2.906440958237808
651,2.90717689068416
652,2.907910058176505
653,2.908640458480245
654,2.909368089369219
655,2.910092948625704
656,2.910815034040426
657,2.911534343412566
658,2.912250874549764
659,2.912964625268129
660,2.913675593392245
661,2.914383776755175
662,2.915089173198471
663,2.915791780572179
664,2.916491596734845
665,2.917188619553524
666,2.917882846903783
667,2.918574276669709
668,2.919262906743917
669,2.919948735027555
670,2.920631759430309
671,2.921311977870413
672,2.921989388274651
673,2.922663988578367
674,2.923335776725469
675,2.924004750668437
676,2.924670908368328
677,2.925334247794781
678,2.925994766926027
679,2.926652463748892
680,2.927307336258804
681,2.927959382459798
682,2.928608600364526
683,2.929254987994256
684,2.929898543378887
685,2.930539264556948
686,2.931177149575605
687,2.931812196490672
688,2.932444403366608
689,2.933073768276532
690,2.933700289302225
691,2.934323964534133
692,2.934944792071378
693,2.935562770021761
694,2.936177896501766
695,2.936790169636571
696,2.93739958756005
697,2.938006148414777
698,2.938609850352035
699,2.939210691531824
700,2.939808670122858
701,2.940403784302578
702,2.940996032257157
703,2.941585412181501
704,2.942171922279259
705,2.942755560762827
706,2.943336325853352
707,2.943914215780741
708,2.944489228783661
709,2.94506136310955
710,2.94563061701462
711,2.946196988763859
712,2.946760476631043
713,2.947321078898736
714,2.947878793858297
715,2.948433619809885
716,2.948985555062465
717,2.949534597933812
718,2.950080746750517
719,2.95062399984799
720,2.95116435557047
721,2.951701812271024
722,2.952236368311555
723,2.952768022062809
724,2.953296771904375
725,2.953822616224695
726,2.954345553421066
727,2.954865581899645
728,2.955382700075454
729,2.955896906372386
730,2.95640819922321
731,2.956916577069572
732,2.957422038362005
733,2.957924581559932
734,2.958424205131665
735,2.958920907554422
736,2.959414687314317
737,2.959905542906378
738,2.96039347283454
739,2.96087847561166
740,2.961360549759513
741,2.961839693808802
742,2.96231590629916
743,2.962789185779155
744,2.963259530806293
745,2.963726939947027
746,2.964191411776755
747,2.96465294487983
748,2.96511153784956
749,2.965567189288215
750,2.966019897807031
751,2.966469662026212
752,2.966916480574936
753,2.967360352091362
754,2.967801275222627
755,2.968239248624856
756,2.968674270963167
757,2.969106340911667
758,2.969535457153466
759,2.969961618380675
760,2.970384823294412
761,2.970805070604804
762,2.971222359030993
763,2.971636687301141
764,2.97204805415243
765,2.972456458331068
766,2.972861898592295
767,2.973264373700383
768,2.97366388242864
769,2.974060423559419
770,2.974453995884114
771,2.97484459820317
772,2.975232229326083
773,2.975616888071405
774,2.975998573266748
775,2.976377283748786
776,2.976753018363259
777,2.97712577596498
778,2.977495555417833
779,2.97786235559478
780,2.978226175377862
781,2.978587013658205
782,2.978944869336023
783,2.979299741320618
784,2.97965162853039
785,2.980000529892832
786,2.980346444344541
787,2.980689370831213
788,2.981029308307657
789,2.981366255737786
790,2.981700212094632
791,2.982031176360339
792,2.982359147526173
793,2.982684124592521
794,2.983006106568896
795,2.983325092473941
796,2.983641081335429
797,2.983954072190269
798,2.984264064084504
799,2.984571056073324
800,2.984875047221055
801,2.985176036601174
802,2.985474023296306
803,2.985769006398227
804,2.986060985007867
805,2.986349958235316
806,2.986635925199821
807,2.986918885029793
808,2.987198836862808
809,2.98747577984561
810,2.987749713134115
811,2.98802063589341
812,2.988288547297759
813,2.988553446530603
814,2.988815332784566
815,2.989074205261452
816,2.989330063172253
817,2.989582905737149
818,2.989832732185509
819,2.990079541755895
820,2.990323333696065
821,2.990564107262973
822,2.990801861722774
823,2.991036596350823
824,2.991268310431682
825,2.991497003259117
826,2.991722674136101
827,2.991945322374822
828,2.992164947296676
829,2.992381548232276
830,2.992595124521451
831,2.99280567551325
832,2.993013200565941
833,2.993217699047015
834,2.993419170333189
835,2.993617613810405
836,2.993813028873833
837,2.994005414927875
838,2.994194771386163
839,2.994381097671565
840,2.994564393216182
841,2.994744657461355
842,2.994921889857662
843,2.995096089864922
844,2.995267256952197
845,2.995435390597793
846,2.995600490289261
847,2.995762555523398
848,2.995921585806253
849,2.996077580653121
850,2.99623053958855
851,2.996380462146345
852,2.996527347869558
853,2.996671196310504
854,2.99681200703075
855,2.996949779601125
856,2.997084513601717
857,2.997216208621873
858,2.997344864260206
859,2.997470480124589
860,2.997593055832164
861,2.997712591009334
862,2.997829085291773
863,2.997942538324423
864,2.998052949761493
865,2.998160319266463
866,2.998264646512087
867,2.998365931180388
868,2.998464172962665
869,2.998559371559489
870,2.998651526680708
871,2.998740638045446
872,2.998826705382102
873,2.998909728428356
874,2.998989706931163
875,2.999066640646761
876,2.999140529340666
877,2.999211372787674
878,2.999279170771864
879,2.999343923086597
880,2.999405629534518
881,2.999464289927551
882,2.99951990408691
883,2.999572471843088
884,2.999621993035867
885,2.999668467514313
886,2.999711895136778
887,2.999752275770899
888,2.999789609293602
889,2.9998238955911
890,2.999855134558893
891,2.999883326101768
892,2.999908470133802
893,2.999930566578358
894,2.99994961536809
895,2.999965616444939
896,2.999978569760136
897,2.999988475274202
898,2.999995332956946
899,2.999999142787466
900,2.999999904754151
901,2.999997618854678
902,2.999992285096014
903,2.999983903494416
904,2.999972474075429
905,2.99995799687389
906,2.999940471933923
907,2.999919899308941
908,2.999896279061648
909,2.999869611264034
910,2.999839895997378
911,2.999807133352251
912,2.999771323428507
913,2.999732466335291
914,2.999690562191033
915,2.999645611123452
916,2.999597613269554
917,2.999546568775628
918,2.999492477797252
919,2.999435340499288
920,2.999375157055882
921,2.999311927650465
922,2.999245652475754
923,2.999176331733745
924,2.999103965635718
925,2.999028554402236
926,2.998950098263143
927,2.998868597457562
928,2.998784052233897
929,2.998696462849829
930,2.998605829572321
931,2.99851215267761
932,2.998415432451211
933,2.998315669187914
934,2.998212863191784
935,2.99810701477616
936,2.997998124263655
937,2.997886191986151
938,2.997771218284804
939,2.997653203510037
940,2.997532148021544
941,2.997408052188287
942,2.997280916388492
943,2.997150741009653
944,2.997017526448527
945,2.996881273111133
946,2.996741981412755
947,2.996599651777934
948,2.996454284640471
949,2.996305880443428
950,2.99615443963912
951,2.995999962689118
952,2.995842450064247
953,2.995681902244585
954,2.99551831971946
955,2.99535170298745
956,2.99518205255638
957,2.995009368943323
958,2.994833652674595
959,2.994654904285754
960,2.994473124321604
961,2.994288313336185
962,2.994100471892775
963,2.993909600563891
964,2.993715699931284
965,2.993518770585935
966,2.99331881312806
967,2.993115828167102
968,2.992909816321732
969,2.992700778219847
970,2.992488714498567
971,2.992273625804234
972,2.99205551279241
973,2.991834376127874
974,2.99161021648462
975,2.991383034545858
976,2.991152831004007
977,2.990919606560698
978,2.990683361926767
979,2.990444097822258
980,2.990201814976413
981,2.989956514127679
982,2.989708196023702
983,2.98945686142132
984,2.989202511086567
985,2.988945145794672
986,2.988684766330047
987,2.988421373486295
988,2.988154968066203
989,2.987885550881737
990,2.987613122754047
991,2.987337684513456
992,2.987059236999463
993,2.98677778106074
994,2.986493317555126
995,2.986205847349628
996,2.985915371320417
997,2.985621890352824
998,2.985325405341342
999,2.985025917189617
1000,2.984723426810447
1001,2.984417935125785
1002,2.984109443066727
1003,2.983797951573516
1004,2.983483461595537
1005,2.983165974091313
1006,2.982845490028504
1007,2.982522010383902
1008,2.98219553614343
1009,2.981866068302138
1010,2.9815336078642
1011,2.98119815584291
1012,2.980859713260682
1013,2.980518281149044
1014,2.980173860548636
1015,2.979826452509204
1016,2.979476058089602
1017,2.979122678357787
1018,2.978766314390811
1019,2.978406967274825
1020,2.978044638105072
1021,2.97767932798588
1022,2.977311038030668
1023,2.976939769361934
1024,2.976565523111255
1025,2.976188300419284
1026,2.975808102435744
1027,2.97542493031943
1028,2.975038785238197
1029,2.974649668368966
1030,2.974257580897711
1031,2.973862524019464
1032,2.973464498938305
1033,2.973063506867361
1034,2.972659549028803
1035,2.97225262665384
1036,2.971842740982716
1037,2.97142989326471
1038,2.971014084758125
1039,2.970595316730291
1040,2.970173590457556
1041,2.969748907225286
1042,2.969321268327858
1043,2.96889067506866
1044,2.96845712876008
1045,2.968020630723512
1046,2.967581182289342
1047,2.967138784796951
1048,2.966693439594707
1049,2.966245148039962
1050,2.965793911499051
1051,2.96533973134728
1052,2.964882608968932
1053,2.964422545757253
1054,2.963959543114455
1055,2.963493602451708
1056,2.963024725189138
1057,2.962552912755819
1058,2.962078166589772
1059,2.961600488137961
1060,2.961119878856286
1061,2.960636340209579
1062,2.960149873671602
1063,2.95966048072504
1064,2.959168162861497
1065,2.958672921581492
1066,2.958174758394455
1067,2.957673674818721
1068,2.957169672381525
1069,2.956662752618999
1070,2.956152917076167
1071,2.95564016730694
1072,2.95512450487411
1073,2.954605931349349
1074,2.954084448313198
1075,2.953560057355068
1076,2.953032760073233
1077,2.952502558074825
1078,2.951969452975828
1079,2.951433446401076
1080,2.950894539984245
1081,2.95035273536785
1082,2.949808034203238
1083,2.949260438150588
1084,2.948709948878897
1085,2.948156568065984
1086,2.94760029739848
1087,2.947041138571822
1088,2.946479093290254
1089,2.945914163266814
1090,2.945346350223332
1091,2.944775655890427
1092,2.944202082007501
1093,2.943625630322727
1094,2.943046302593056
1095,2.9424641005842
1096,2.941879026070633
1097,2.941291080835585
1098,2.940700266671033
1099,2.940106585377701
1100,2.93951003876505
1101,2.938910628651273
1102,2.938308356863294
1103,2.937703225236756
1104,2.937095235616019
1105,2.936484389854156
1106,2.935870689812941
1107,2.93525413736285
1108,2.934634734383055
1109,2.93401248276141
1110,2.933387384394458
1111,2.932759441187414
1112,2.932128655054164
1113,2.931495027917261
1114,2.930858561707916
1115,2.930219258365994
1116,2.929577119840004
1117,2.928932148087099
1118,2.928284345073068
1119,2.927633712772327
1120,2.926980253167917
1121,2.926323968251495
1122,2.92566486002333
1123,2.925002930492296
1124,2.924338181675866
1125,2.923670615600105
1126,2.923000234299666
1127,2.922327039817781
1128,2.921651034206257
1129,2.920972219525469
1130,2.920290597844354
1131,2.919606171240402
1132,2.918918941799656
1133,2.918228911616699
1134,2.91753608279465
1135,2.91684045744516
1136,2.916142037688401
1137,2.915440825653064
1138,2.914736823476348
1139,2.91403003330396
1140,2.913320457290101
1141,2.912608097597463
1142,2.911892956397224
1143,2.91117503586904
1144,2.910454338201035
1145,2.9097308655898
1146,2.909004620240384
1147,2.908275604366284
1148,2.907543820189443
1149,2.906809269940243
1150,2.906071955857494
1151,2.905331880188432
1152,2.904589045188708
1153,2.903843453122382
1154,2.903095106261922
1155,2.902344006888189
1156,2.901590157290432
1157,2.900833559766284
1158,2.900074216621755
1159,2.899312130171219
1160,2.898547302737416
1161,2.897779736651437
1162,2.89700943425272
1163,2.896236397889045
1164,2.895460629916524
1165,2.894682132699593
1166,2.893900908611008
1167,2.893116960031835
1168,2.892330289351446
1169,2.891540898967508
1170,2.890748791285976
1171,2.889953968721089
1172,2.889156433695361
1173,2.888356188639571
1174,2.88755323599276
1175,2.886747578202221
1176,2.885939217723489
1177,2.885128157020341
1178,2.884314398564781
1179,2.883497944837036
1180,2.882678798325547
1181,2.881856961526965
1182,2.881032436946138
1183,2.880205227096106
1184,2.879375334498096
1185,2.878542761681508
1186,2.877707511183913
1187,2.876869585551044
1188,2.876028987336785
1189,2.875185719103169
1190,2.874339783420363
1191,2.873491182866667
1192,2.872639920028503
1193,2.871785997500404
1194,2.870929417885014
1195,2.870070183793072
1196,2.86920829784341
1197,2.86834376266294
1198,2.867476580886651
1199,2.866606755157596
1200,2.865734288126888
1201,2.864859182453691
1202,2.863981440805209
1203,2.863101065856682
1204,2.862218060291375
1205,2.861332426800571
1206,2.860444168083562
1207,2.859553286847643
1208,2.858659785808101
1209,2.857763667688207
1210,2.85686493521921
1211,2.855963591140327
1212,2.855059638198733
1213,2.854153079149557
1214,2.853243916755869
1215,2.852332153788675
1216,2.851417793026907
1217,2.850500837257415
1218,2.849581289274957
1219,2.848659151882191
1220,2.847734427889671
1221,2.846807120115831
1222,2.845877231386982
1223,2.8449447645373
1224,2.84400972240882
1225,2.843072107851425
1226,2.842131923722838
1227,2.841189172888617
1228,2.840243858222139
1229,2.839295982604598
1230,2.838345548924991
1231,2.837392560080113
1232,2.836437018974548
1233,2.835478928520656
1234,2.83451829163857
1235,2.833555111256183
1236,2.83258939030914
1237,2.831621131740828
1238,2.830650338502372
1239,2.829677013552619
1240,2.828701159858134
1241,2.827722780393187
1242,2.82674187813975
1243,2.825758456087482
1244,2.824772517233721
1245,2.823784064583477
1246,2.822793101149422
1247,2.82179962995188
1248,2.82080365401882
1249,2.819805176385842
1250,2.818804200096172
1251,2.817800728200654
1252,2.816794763757735
1253,2.81578630983346
1254,2.814775369501462
1255,2.813761945842954
1256,2.812746041946713
1257,2.811727660909081
1258,2.810706805833946
1259,2.809683479832738
1260,2.808657686024419
1261,2.80762942753547
1262,2.806598707499886
1263,2.805565529059165
1264,2.804529895362295
1265,2.803491809565752
1266,2.802451274833481
1267,2.801408294336892
1268,2.800362871254853
1269,2.799315008773671
1270,2.798264710087093
1271,2.797211978396288
1272,2.796156816909842
1273,2.795099228843747
1274,2.794039217421389
1275,2.792976785873542
1276,2.791911937438354
1277,2.790844675361343
1278,2.78977500289538
1279,2.788702923300685
1280,2.787628439844811
1281,2.786551555802642
1282,2.785472274456377
1283,2.784390599095521
1284,2.783306533016875
1285,2.782220079524529
1286,2.781131241929847
1287,2.780040023551461
1288,2.77894642771526
1289,2.777850457754376
1290,2.776752117009181
1291,2.775651408827269
1292,2.774548336563453
1293,2.77344290357975
1294,2.772335113245371
1295,2.771224968936715
1296,2.770112474037351
1297,2.768997631938016
1298,2.7678804460366
1299,2.766760919738137
1300,2.765639056454792
1301,2.764514859605856
1302,2.763388332617731
1303,2.762259478923919
1304,2.761128301965017
1305,2.7599948051887
1306,2.758858992049716
1307,2.757720866009872
1308,2.756580430538023
1309,2.755437689110064
1310,2.754292645208919
1311,2.753145302324528
1312,2.75199566395384
1313,2.750843733600799
1314,2.749689514776334
1315,2.748533010998351
1316,2.747374225791718
1317,2.746213162688258
1318,2.745049825226737
1319,2.74388421695285
1320,2.742716341419218
1321,2.741546202185368
1322,2.740373802817729
1323,2.739199146889617
1324,2.738022237981227
1325,2.73684307967962
1326,2.735661675578712
1327,2.734478029279267
1328,2.733292144388879
1329,2.732104024521968
1330,2.730913673299763
1331,2.729721094350298
1332,2.728526291308392
1333,2.727329267815646
1334,2.726130027520429
1335,2.724928574077864
1336,2.723724911149819
1337,2.722519042404902
1338,2.721310971518436
1339,2.720100702172462
1340,2.718888238055718
1341,2.717673582863633
1342,2.716456740298315
1343,2.715237714068537
1344,2.714016507889727
1345,2.712793125483959
1346,2.71156757057994
1347,2.710339846912997
1348,2.709109958225068
1349,2.707877908264688
1350,2.706643700786983
1351,2.705407339553652
1352,2.704168828332957
1353,2.702928170899718
1354,2.70168537103529
1355,2.700440432527564
1356,2.699193359170944
1357,2.697944154766344
1358,2.696692823121171
1359,2.695439368049319
1360,2.69418379337115
1361,2.692926102913489
